ticker,fetch_date,trailingPE,forwardPE,priceToBook,priceToSales,enterpriseToEbitda,enterpriseToRevenue,profitMargins,operatingMargins,returnOnAssets,returnOnEquity,grossMargins,earningsGrowth,revenueGrowth,earningsQuarterlyGrowth,debtToEquity,currentRatio,quickRatio,dividendYield,payoutRatio,marketCap,enterpriseValue,beta,averageVolume,52WeekChange,trailingEps,forwardEps,bookValue,sector,industry
PCAR,2025-12-16,22.192533,19.831356,3.063073,2.0089424,17.321,2.243,0.091120005,0.099209994,0.049569998,0.14151,0.14876,-0.395,-0.19,-0.393,82.453,5.69,5.04,1.17,0.2529,59327082496,66226704384.0,1.017,3231461,-0.0008955598,5.09,5.69603,36.878,Industrials,Farm & Heavy Construction Machinery
PEG,2025-12-16,19.375,18.087606,2.3646073,3.433334,14.3,5.411,0.17768,0.2703,0.03364,0.12579,0.35561,0.192,0.221,0.196,138.209,0.934,0.515,3.13,0.59860003,40231809024,63405809664.0,0.604,2756358,-0.07677007,4.16,4.45609,34.086,Utilities,Utilities - Regulated Electric
PEP,2025-12-16,28.749048,17.68202,10.677871,2.2414293,14.594,2.689,0.078200005,0.16903,0.08365,0.37162,0.54269004,-0.108,0.027,-0.112,260.19,0.912,0.676,3.78,1.0561,207031861248,248332795904.0,0.421,7396238,-0.03516078,5.26,8.55219,14.162,Consumer Defensive,Beverages - Non-Alcoholic
PFG,2025-12-16,13.288856,9.680851,1.7132001,1.2777519,8.272,1.139,0.099580005,0.06856,0.00368,0.13767,0.46589002,,0.222,,34.137,1.557,0.375,3.49,0.4428,20189503488,17996752896.0,0.894,1237238,0.15991747,6.82,9.36178,52.901,Financial Services,Asset Management
PG,2025-12-16,21.186863,19.704908,6.459697,3.9993248,14.762,4.297,0.19739,0.2758,0.10746,0.31902,0.51278996,0.214,0.03,0.2,67.125,0.714,0.465,2.96,0.6024,339674660864,364956155904.0,0.382,8890856,-0.16139257,6.85,7.36517,22.467,Consumer Defensive,Household & Personal Products
PFE,2025-12-16,15.366279,8.65108,1.6193862,2.3934581,8.076,3.146,0.15654999,0.35277,0.05189,0.105979994,0.74808,-0.213,-0.059,-0.207,66.531,1.282,0.904,6.65,0.9942,150273261568,197520244736.0,0.42,68291477,-0.021944761,1.72,3.05511,16.321,Healthcare,Drug Manufacturers - General
PGR,2025-12-16,12.972558,14.534408,3.9076812,1.6274276,10.204,1.689,0.12579,0.15079,0.076009996,0.34223998,0.17906,0.121,0.142,0.12,19.455,0.297,0.231,5.88,0.2689,138601496576,143808856064.0,0.365,3473500,-0.05122614,18.22,16.2621,60.486,Financial Services,Insurance - Property & Casualty
PH,2025-12-16,31.451405,26.722437,8.091941,5.5815225,23.305,6.058,0.18178,0.21086,0.08911,0.27294,0.37199003,0.178,0.037,0.158,74.953,1.066,0.555,0.81,0.24440001,111797886976,121351159808.0,1.246,622366,0.32865357,28.09,33.06098,109.179,Industrials,Specialty Industrial Machinery
PHM,2025-12-16,9.769113,11.535936,1.9250726,1.4163376,7.241,1.44,0.14926,0.17336,0.122279994,0.21569,0.27152002,-0.116,-0.016,-0.161,16.939,6.449,0.601,0.82,0.0679,24960116736,25377675264.0,1.314,2038645,0.09094834,12.95,10.9666,65.717,Consumer Cyclical,Residential Construction
PKG,2025-12-16,20.654547,17.758339,3.8428144,2.0975013,11.797,2.497,0.10185,0.15683,0.08209,0.19811001,0.22068001,-0.049,0.06,-0.047,91.618,3.158,1.932,2.45,0.5051,18398861312,21902831616.0,0.902,749087,-0.118168116,9.9,11.51459,53.211,Consumer Cyclical,Packaging & Containers
PLD,2025-12-16,37.98256,44.714417,2.3080728,13.336101,24.912,17.663,0.35243,0.42720002,0.0247,0.05963,0.76095,-0.243,0.087,-0.24,62.789,0.767,0.565,3.09,1.1599,121365766144,160742146048.0,1.407,3496396,0.19573808,3.44,2.9221,56.61,Real Estate,REIT - Industrial
PLTR,2025-12-16,416.47726,185.07483,66.274864,112.101234,491.735,110.534,0.28114,0.33296,0.07651,0.19504,0.80807996,2.0,0.628,2.314,3.52,6.427,6.306,,0.0,436764704768,430660124672.0,1.495,52070783,1.4676704,0.44,0.99014,2.765,Technology,Software - Infrastructure
PM,2025-12-16,22.630001,18.989065,-22.594494,6.1659117,16.403,7.366,0.21574,0.40747002,0.14938,,0.66920996,0.131,0.094,0.128,,0.848,0.369,3.83,0.78760004,246587146240,294596149248.0,0.436,6596650,0.21905744,7.0,8.34217,-7.011,Consumer Defensive,Tobacco
PNC,2025-12-16,13.623385,11.903753,1.5544107,3.801389,,6.428,0.29937,0.39788,0.01163,0.11486,0.0,0.246,0.108,0.213,,,,3.22,0.41990003,82866479104,140125290496.0,1.013,1987698,0.06197679,15.48,17.71626,135.672,Financial Services,Banks - Regional
PNR,2025-12-16,26.727736,19.47916,4.5444317,4.1709476,17.355,4.543,0.15844,0.23982,0.091120005,0.17966999,0.40427,0.333,0.029,0.32,44.76,1.462,0.72,0.94,0.2494,17219340288,18753542144.0,1.208,1212787,0.0049294233,3.93,5.39243,23.114,Industrials,Specialty Industrial Machinery
PNW,2025-12-16,18.22062,18.852266,1.4755878,1.9929683,12.24,4.68,0.11198,0.32109,0.02342,0.087749995,0.41159,0.006,0.029,0.046,197.565,0.675,0.352,4.12,0.7381,10577041408,24835831808.0,0.532,1254401,0.019860625,4.85,4.6875,59.888,Utilities,Utilities - Regulated Electric
PODD,2025-12-16,84.74128,47.214905,14.815512,8.137096,41.338,8.375,0.097629994,0.16664,0.08741,0.19679001,0.70929,0.148,0.299,0.13,77.711,2.871,1.883,,0.0,20520128512,21119776768.0,1.375,662696,0.122840285,3.44,6.17411,19.676,Healthcare,Medical Devices
POOL,2025-12-16,21.74635,20.573706,6.4452796,1.6798743,15.915,1.915,0.07784,0.122650005,0.10717,0.29307,0.29595,0.04,0.013,0.01,100.725,2.57,0.795,2.1,0.44669998,8894373888,10139456512.0,1.229,747769,-0.32988423,10.96,11.58469,36.979,Industrials,Industrial Distribution
PPG,2025-12-16,18.554562,12.764281,2.9839754,1.4920079,11.162,1.876,0.06348,0.1416,0.06034,0.1616,0.41562,-0.001,0.012,-0.032,99.56,1.465,1.004,2.74,0.4919,23409604608,29433767936.0,1.158,1996320,-0.15172863,5.59,8.1258,34.759,Basic Materials,Specialty Chemicals
PPL,2025-12-16,23.30612,17.54368,1.7579147,2.8225262,12.655,4.82,0.12162,0.26619,0.030079998,0.076620005,0.42299,0.489,0.084,0.486,132.089,0.774,0.546,3.18,0.7313,25343463424,43279462400.0,0.703,5959011,0.053626776,1.47,1.95284,19.489,Utilities,Utilities - Regulated Electric
PRU,2025-12-16,16.109589,7.8744793,1.282191,0.7185751,16.321,0.996,0.04538,0.09917,0.0026699998,0.085,0.28004,2.234,-0.083,2.194,148.723,0.841,0.732,4.59,0.7329,41388490752,57366999040.0,0.966,1628498,-0.016233504,7.3,14.93432,91.718,Financial Services,Insurance - Life
PSA,2025-12-16,28.255186,26.468481,9.631541,9.966799,18.341,12.926,0.39453998,0.46947,0.07022,0.19933,0.72700995,0.213,0.031,0.188,106.758,0.269,0.205,4.41,1.2461,47792615424,61983961088.0,0.986,989045,-0.12251085,9.64,10.29073,28.28,Real Estate,REIT - Industrial
PSX,2025-12-16,38.142857,11.906825,2.1182544,0.43339387,14.82,0.592,0.011410001,0.04395,0.02456,0.056199998,0.107939996,-0.61,-0.029,-0.616,77.483,1.227,0.69,3.39,1.2668,57187622912,78087372800.0,0.917,2456185,0.22109985,3.71,11.88478,66.805,Energy,Oil & Gas Refining & Marketing
PTC,2025-12-16,28.841846,20.139286,5.4693995,7.656217,19.897,8.067,0.26795998,0.50643003,0.096920006,0.2085,0.83755,1.748,0.427,1.749,35.802,1.118,0.967,,0.0,20972109824,22097258496.0,1.03,846672,-0.10614526,6.07,8.69296,32.009,Technology,Software - Application
PSKY,2025-12-16,466.33334,13.34338,1.2794951,0.5372405,10.492,0.978,-0.00947,0.10012,0.03009,0.01279,0.31702,,-0.004,,111.017,1.336,0.968,1.43,6.6667,15433307136,28097019904.0,1.179,8765130,0.27104533,0.03,1.04846,10.934,Communication Services,Entertainment
PWR,2025-12-16,64.477806,34.9172,7.7412305,2.3903031,28.595,2.589,0.03744,0.07105,0.047859997,0.13369,0.15156999,0.149,0.175,0.158,71.612,1.344,1.211,0.1,0.059299998,64995139584,70410846208.0,1.142,1043579,0.30223227,6.76,12.48296,56.305,Industrials,Engineering & Construction
PYPL,2025-12-16,12.196788,10.451007,2.8298547,1.76586,8.929,1.799,0.14963001,0.19198999,0.047,0.24358,0.41559,0.313,0.073,0.236,60.239,1.34,0.264,0.91,0.0,58029686784,59104301056.0,1.439,16833717,-0.32137352,4.98,5.81188,21.464,Financial Services,Credit Services
Q,2025-12-16,29.360153,24.844458,1.7594249,3.440764,12.974,3.866,0.17256,0.21708,,,0.46324003,0.06,0.112,0.06,19.676,1.781,0.897,0.18,0.0,16051164160,18034163712.0,,2718076,-0.17166841,2.61,3.08439,43.554,Technology,Semiconductor Equipment & Materials
RCL,2025-12-16,19.341413,16.166199,7.7465816,4.4920926,15.768,5.681,0.23318,0.33139,0.07463,0.46677,0.50284,0.363,0.052,0.418,203.878,0.165,0.069,1.22,0.2052,78328619008,99067617280.0,1.914,2214356,0.15198088,14.85,17.7667,37.077,Consumer Cyclical,Travel Services
REG,2025-12-16,31.307339,27.793613,1.8873925,7.9637856,17.974,11.346,0.26093,0.39363,0.03056,0.0602,0.71467,0.074,0.077,0.078,73.101,0.88,0.723,4.42,1.2936,12557838336,17890394112.0,0.94,1102443,-0.10251653,2.18,2.4556,36.161,Real Estate,REIT - Retail
REGN,2025-12-16,18.04844,17.058744,2.4991865,5.5986376,16.172,4.935,0.32131,0.29563,0.06157,0.15188,0.45832002,0.18,0.009,0.089,8.739,4.063,3.193,0.47,0.0633,79768264704,70317858816.0,0.368,1113354,0.0017297268,41.7,44.11931,301.146,Healthcare,Biotechnology
QCOM,2025-12-16,35.56746,14.45953,9.078753,4.3677526,14.035,4.436,0.12512,0.26235,0.14713,0.2334,0.55429,,0.1,,73.767,2.816,1.582,2.0,0.6946,193421541376,196436590592.0,1.214,10108517,0.12898934,5.04,12.39736,19.745,Technology,Semiconductors
RF,2025-12-16,12.066079,10.736965,1.3697054,3.5191255,,,0.31044,0.46976003,0.01359,0.11401,0.0,,0.156,0.228,,,,3.87,0.44709998,24440326144,,1.049,24218969,0.121495366,2.27,2.551,19.997,Financial Services,Banks - Regional
RJF,2025-12-16,15.793404,12.099051,2.5968456,2.3164961,,1.505,0.15234,0.20146,0.024939999,0.17666,0.93057,0.035,0.07,0.003,48.456,2.118,2.1,1.33,0.1942,32465692672,21091416064.0,1.008,1250383,0.037682056,10.31,13.45808,62.703,Financial Services,Asset Management
RL,2025-12-16,27.472284,22.26834,8.7376585,2.9773245,18.172,3.139,0.112840004,0.14074999,0.09596,0.34005,0.69216,0.437,0.165,0.403,111.231,2.04,1.271,0.98,0.2568,22540132352,23766833152.0,1.535,618519,0.62427056,13.53,16.69186,42.54,Consumer Cyclical,Apparel Manufacturing
RMD,2025-12-16,25.902763,21.0542,6.0336647,7.026228,18.779,6.924,0.2735,0.34618,0.14185001,0.25413,0.60692,0.123,0.091,0.119,13.826,2.888,1.866,0.95,0.2242,36939689984,36402192384.0,0.867,1035543,0.03977418,9.77,12.01993,41.943,Healthcare,Medical Instruments & Supplies
ROK,2025-12-16,52.36636,29.583315,12.355041,5.413483,27.84,5.794,0.104169995,0.19732,0.079169996,0.20282,0.48141998,-0.412,0.138,-0.425,98.275,1.135,0.696,1.37,0.6832,45159276544,48330678272.0,1.499,884059,0.38055813,7.67,13.57691,32.509,Industrials,Specialty Industrial Machinery
ROST,2025-12-16,28.838812,25.797346,10.139202,2.7208312,19.494,2.758,0.0947,0.11578,0.10819,0.37425,0.3259,0.068,0.104,0.047,88.181,1.52,0.85,0.88,0.2473,59932696576,60743168000.0,1.038,2625493,0.20709312,6.39,7.14337,18.175,Consumer Cyclical,Apparel Retail
ROP,2025-12-16,30.57202,20.52122,2.388259,6.1841683,18.643,7.366,0.20337,0.28401,0.041050002,0.081549995,0.6896,0.082,0.143,0.083,47.288,0.577,0.459,0.82,0.22209999,47747964928,56876142592.0,0.938,987820,-0.16933393,14.51,21.61665,185.742,Technology,Software - Application
ROL,2025-12-16,56.093456,46.89649,18.987661,7.846809,35.455,8.117,0.14019,0.22037001,0.14887,0.36208,0.5286,0.205,0.12,0.194,59.534,0.773,0.575,1.22,0.6168,28878657536,29872146432.0,0.785,2433506,0.24533391,1.07,1.27984,3.161,Consumer Cyclical,Personal Services
RSG,2025-12-16,31.948072,29.359993,5.6230745,4.074017,15.52,4.853,0.12768,0.19919,0.06343,0.18249,0.43267,-0.022,0.033,-0.028,113.763,0.583,0.51,1.16,0.3514,67229429760,80081330176.0,0.55,1423983,0.039052606,6.74,7.33413,38.294,Industrials,Waste Management
RTX,2025-12-16,36.641853,26.843767,3.784733,2.8395588,19.416,3.265,0.07666,0.12399,0.03787,0.10702,0.20127001,0.294,0.119,0.303,61.315,1.073,0.665,1.52,0.538,244167983104,280789975040.0,0.435,4706769,0.5215466,4.97,6.78407,48.117,Industrials,Aerospace & Defense
SBAC,2025-12-16,24.262564,21.893276,-4.1793985,7.378495,19.418,12.639,0.30724,0.53851,0.0896,,0.75166,-0.083,0.097,-0.084,,0.504,0.399,2.3,0.5421,20580511744,35252527104.0,0.861,1023574,-0.08292264,7.96,8.82143,-46.21,Real Estate,REIT - Specialty
RVTY,2025-12-16,51.072163,18.686935,1.5317545,4.087796,16.583,4.859,0.08441,0.13788,0.02093,0.0304,0.5525,-0.474,0.022,-0.506,45.676,1.753,1.318,0.28,0.1443,11500471296,13670872064.0,1.061,1433227,-0.12427014,1.94,5.3021,64.684,Healthcare,Diagnostics & Research
SHW,2025-12-16,32.043903,26.042183,18.292955,3.5184283,21.905,4.086,0.110489994,0.18197,0.09191,0.59939,0.48876,0.053,0.032,0.033,325.153,0.822,0.46,0.96,0.3013,81893531648,95099461632.0,1.241,1949166,-0.09399378,10.25,12.61223,17.955,Basic Materials,Specialty Chemicals
SBUX,2025-12-16,52.39264,28.335567,-11.991014,2.6115344,22.041,3.233,0.04992,0.10976,0.07266,,0.23045999,-0.854,0.055,-0.853,,0.723,0.465,2.91,1.4969001,97108344832,120220385280.0,0.977,9821879,-0.07318926,1.63,3.01388,-7.122,Consumer Cyclical,Restaurants
SCHW,2025-12-16,22.313818,16.963486,3.9941313,7.5479655,,6.183,0.35930002,0.49242002,0.01768,0.17046,0.97342,0.775,0.266,0.675,99.789,0.59,0.59,1.13,0.2482,172954091520,141668532224.0,0.956,8879220,0.2591194,4.27,5.61677,23.855,Financial Services,Capital Markets
SMCI,2025-12-16,25.504065,10.30684,2.8700824,0.8895342,20.514,0.962,0.03766,0.03632,0.04587,0.12787,0.10078,-0.616,-0.155,-0.603,79.184,5.394,2.87,,0.0,18726985728,20254767104.0,1.516,28557182,-0.043491125,1.23,3.04361,10.93,Technology,Computer Hardware
SLB,2025-12-16,15.375495,13.12748,2.2668998,1.6487539,9.038,1.969,0.10341,0.15479,0.0686,0.15182,0.19307,-0.398,-0.025,-0.377,47.459,1.387,0.904,2.89,0.4397,58113630208,69414289408.0,0.732,16547796,0.013357282,2.53,2.96325,17.16,Energy,Oil & Gas Equipment & Services
SNA,2025-12-16,18.446018,17.157137,3.1452472,3.5889468,12.982,3.538,0.19827999,0.25257,0.10019,0.18330999,0.51812,0.068,0.036,0.057,22.27,4.399,3.222,2.77,0.4491,18358898688,18096359424.0,0.776,331825,0.0057623386,19.08,20.51333,111.899,Industrials,Tools & Accessories
SNDK,2025-12-16,,9.932567,3.1633132,3.8026597,55.943,3.818,-0.22365,0.08319,0.01811,-0.16181,0.27931,-0.485,0.226,-0.469,16.661,3.288,1.786,,0.0,29584691200,29705691136.0,,11163124,4.7272224,-12.03,20.32405,63.816,Technology,Computer Hardware
SJM,2025-12-16,,10.238533,1.7901723,1.2365704,10.27,2.137,-0.13608,0.19118999,0.0452,-0.17438,0.3514,,0.026,,131.357,0.885,0.281,4.33,0.8606,10848678912,18746378240.0,0.21,1800977,-0.113390386,-11.23,9.93111,56.799,Consumer Defensive,Packaged Foods
SNPS,2025-12-16,56.480747,26.847872,2.9852796,12.283024,60.874,13.594,0.18886,0.053839996,0.018660001,0.0716,0.81404996,-0.666,0.378,-0.597,50.459,1.615,1.2,,0.0,86646636544,95897763840.0,1.154,2580201,-0.11510736,8.05,16.93505,152.304,Technology,Software - Infrastructure
SOLS,2025-12-16,50.27835,17.358713,2.3980923,2.0307288,8.023,2.073,0.08631,0.17647,,,0.34023997,,0.068,,13.581,1.532,0.858,,0.0,7741137920,7902785536.0,,4593592,0.03285122,0.97,2.80954,20.337,Basic Materials,Specialty Chemicals
SO,2025-12-16,21.393034,18.792147,2.7054234,3.275171,12.189,5.823,0.15422,0.36558998,0.03457,0.11429,0.49023,0.108,0.075,0.115,192.679,0.755,0.433,3.44,0.7264,94695022592,168372011008.0,0.444,5982891,0.01392889,4.02,4.57638,31.788,Utilities,Utilities - Regulated Electric
SOLV,2025-12-16,9.401836,12.902768,2.848546,1.6905047,14.208,2.129,0.18139,0.07824,0.03208,0.37271,0.54403996,9.314,0.007,9.377,103.028,1.5,0.959,,0.0,14203620352,17887678464.0,,1072980,0.20962095,8.71,6.3467,28.748,Healthcare,Medical Instruments & Supplies
SPG,2025-12-16,26.807861,26.994503,26.038456,11.28629,18.804,13.9,0.36498,0.50757,0.058319997,0.82455003,0.81992996,0.274,0.082,0.275,884.863,0.592,0.592,4.78,1.23,69470216192,85559435264.0,1.394,1475364,0.011446953,6.87,6.8225,7.073,Real Estate,REIT - Retail
SPGI,2025-12-16,36.363174,25.202082,4.5751147,10.161007,22.011,11.069,0.28091,0.44316003,0.06626,0.119940005,0.69824,0.241,0.088,0.211,31.784,0.974,0.78,0.77,0.2756,152537038848,166162956288.0,1.188,1725064,0.001038909,13.74,19.82495,109.206,Financial Services,Financial Data & Stock Exchanges
SRE,2025-12-16,27.258461,17.370827,1.8556376,4.2171288,17.964,7.262,0.15754,0.14503,0.01845,0.0677,0.41332,-0.882,0.135,-0.854,81.287,1.587,0.085,2.91,0.78620005,57821052928,99576053760.0,0.733,3890887,0.017594337,3.25,5.09993,47.741,Utilities,Utilities - Diversified
STE,2025-12-16,36.08949,22.83006,3.5559633,4.3882303,17.039,4.641,0.12073,0.18372999,0.06434,0.101339996,0.44511002,0.286,0.099,0.279,29.314,2.37,1.425,1.0,0.3352,25023508480,26465335296.0,1.014,647066,0.20180416,7.04,11.12875,71.449,Healthcare,Medical Devices
STLD,2025-12-16,22.799597,12.907946,2.7450647,1.4102606,14.531,1.594,0.0639,0.10516,0.05547,0.12550999,0.13069001,0.337,0.112,0.27,42.166,3.107,1.294,1.16,0.25959998,24869480448,28100896768.0,1.471,1259220,0.45024455,7.41,13.08845,61.545,Basic Materials,Steel
STX,2025-12-16,36.61282,19.346651,-968.0678,6.5097194,26.052,6.787,0.17922,0.26892,0.1699,,0.36995,0.723,0.213,0.8,,0.979,0.562,1.04,0.3697,62219894784,64869924864.0,1.614,4401056,2.0441318,7.8,14.76121,-0.295,Technology,Computer Hardware
STZ,2025-12-16,21.44544,11.557653,3.3477228,2.5949032,10.092,3.799,0.12705,0.36413,0.0896,0.15912,0.51926,,-0.15,,135.429,1.083,0.383,2.77,0.59099996,24973350912,36559265792.0,0.459,2657835,-0.36754042,6.69,12.41342,42.856,Consumer Defensive,Beverages - Brewers
SW,2025-12-16,25.712328,11.400078,1.060482,0.6295483,7.365,1.054,0.02402,0.07672,0.02747,0.04099,0.18871,,0.043,,76.445,1.482,0.776,4.59,1.0924,19602876416,32834455552.0,1.007,5330640,-0.3104024,1.46,3.29296,35.399,Consumer Cyclical,Packaging & Containers
STT,2025-12-16,13.674442,11.328346,1.5111033,2.6847577,,-3.36,0.21877001,0.32749,0.0084,0.111499995,0.0,0.23,0.094,0.179,,,,2.61,0.3312,36582510592,-45783662592.0,1.453,1874938,0.29351568,9.43,11.38295,85.335,Financial Services,Asset Management
SWK,2025-12-16,25.568966,12.746486,1.2790216,0.7572526,12.24,1.204,0.02892,0.09042,0.02863,0.04918,0.29858,-0.434,0.001,-0.436,78.538,1.109,0.288,4.48,1.1345,11484720128,18267019264.0,1.196,1844182,-0.0794307,2.9,5.81729,57.974,Industrials,Tools & Accessories
SWKS,2025-12-16,21.548702,13.188617,1.7142785,2.4348211,9.948,2.373,0.116739996,0.10235,0.03948,0.0789,0.41158,1.545,0.073,1.337,20.898,2.325,1.491,4.28,0.91230005,9950870528,9696776192.0,1.309,2998664,-0.26195723,3.08,5.03237,38.716,Technology,Semiconductors
SYK,2025-12-16,46.751316,23.788275,6.2372293,5.5731487,22.634,6.12,0.12071,0.22272,0.07497,0.14036,0.65046996,0.028,0.102,0.03,78.646,1.849,0.942,0.99,0.4415,135878942720,149202386944.0,0.895,1636314,-0.045090497,7.6,14.93635,56.966,Healthcare,Medical Devices
SYF,2025-12-16,9.123903,8.974099,1.8915232,3.20984,,3.084,0.37066,0.53381,0.030269999,0.21636999,0.0,0.474,0.207,0.365,,,,1.42,0.12060001,30958907392,29741608960.0,1.451,3535541,0.2534603,9.12,9.27224,43.991,Financial Services,Credit Services
T,2025-12-16,7.9185667,10.881338,1.561035,1.3964161,7.491,2.668,0.17870001,0.2158,0.040209997,0.19139999,0.59675,,0.016,,124.412,1.013,0.707,4.52,0.3616,173825867776,332104663040.0,0.593,49546803,0.07665348,3.07,2.2341,15.573,Communication Services,Telecom Services
SYY,2025-12-16,20.22252,14.928622,17.464691,0.44031122,11.066,0.602,0.02211,0.041750003,0.08311,0.8346,0.18428,0.0,0.032,-0.029,690.715,1.148,0.615,2.91,0.56299996,36120489984,49376530432.0,0.62,3153835,-0.04728949,3.73,5.05271,4.319,Consumer Defensive,Food Distribution
TAP,2025-12-16,,8.572985,0.9124667,0.8406473,6.326,1.36,-0.18638,0.16489,0.044060003,-0.17295,0.38736,,-0.023,,61.017,0.604,0.377,3.94,0.35900003,9427018752,15253703680.0,0.444,3196422,-0.19662446,-10.48,5.56049,52.243,Consumer Defensive,Beverages - Brewers
TDY,2025-12-16,29.76215,21.744167,2.2863836,4.020785,18.168,4.385,0.13616,0.18545,0.04685,0.08127,0.42733002,-0.161,0.067,-0.158,23.989,1.787,1.031,,0.0,24146421760,26335739904.0,1.031,343040,0.10104954,17.28,23.65186,224.936,Technology,Scientific & Technical Instruments
TDG,2025-12-16,40.327087,28.270777,-7.520313,8.244715,21.943,11.346,0.23485,0.47764,0.10823,,0.60254,0.34,0.115,0.303,,3.214,2.158,,0.0,72809070592,100192854016.0,0.92,290701,0.016017437,32.04,45.70373,-171.812,Industrials,Aerospace & Defense
TECH,2025-12-16,119.775505,26.821623,4.649818,7.515745,28.794,7.698,0.06409,0.16882999,0.06252,0.038,0.66835,0.143,-0.01,0.136,20.067,4.217,2.275,0.55,0.65309995,9144647680,9366112256.0,1.463,2179443,-0.22266507,0.49,2.18816,12.622,Healthcare,Biotechnology
TEL,2025-12-16,37.451298,19.19531,5.399649,3.9366562,17.389,4.237,0.106709994,0.19773,0.08783,0.14618,0.35216,1.453,0.167,1.402,50.102,1.556,0.91,1.23,0.4416,67954561024,73137455104.0,1.246,1961796,0.5556607,6.16,12.01856,42.725,Technology,Electronic Components
TER,2025-12-16,70.799995,37.9283,11.266708,10.830862,47.351,10.58,0.15495,0.18892,0.08334,0.15767999,0.58923,-0.157,0.043,-0.179,9.89,1.759,0.896,0.25,0.1745,30971617280,30254381056.0,1.848,3607491,0.51058507,2.75,5.13337,17.281,Technology,Semiconductor Equipment & Materials
TFC,2025-12-16,13.335121,11.179237,1.0651191,3.5085618,,5.289,0.28605,0.39318,0.00982,0.07982,0.0,0.048,0.025,0.007,,,,4.17,0.55759996,64136507392,96685596672.0,0.882,8275658,0.10547304,3.73,4.44932,46.699,Financial Services,Banks - Regional
TGT,2025-12-16,11.825455,12.703819,2.8497982,0.42123088,7.515,0.576,0.03576,0.04626,0.052410003,0.25094998,0.27813998,-0.184,-0.016,-0.193,132.062,0.975,0.18,4.7,0.5455,44331180032,60611973120.0,1.125,7863295,-0.26223403,8.25,7.67958,34.234,Consumer Defensive,Discount Stores
TKO,2025-12-16,79.48276,51.364143,4.284121,6.694745,23.915,9.894,0.08989,0.15632,0.03032,0.08129,0.93121004,0.65,-0.273,0.772,42.785,1.456,0.982,1.5,0.5802,17039297536,25182246912.0,0.254,1293845,0.415416,2.61,4.03881,48.423,Communication Services,Entertainment
TJX,2025-12-16,34.59382,30.42582,18.593973,2.9571314,23.031,3.085,0.086789995,0.12489,0.12331,0.58396,0.30852,0.123,0.075,0.112,140.977,1.094,0.383,1.09,0.3532,174408646656,181942337536.0,0.762,5210106,0.26881194,4.53,5.15056,8.428,Consumer Cyclical,Apparel Retail
TMO,2025-12-16,33.231968,23.367327,4.2411184,4.947275,22.822,5.654,0.15022,0.19277,0.04942,0.13116999,0.41389,0.005,0.049,-0.009,69.75,1.498,0.946,0.3,0.0971,216374018048,247280205824.0,0.902,2042993,0.082141995,17.33,24.64595,135.792,Healthcare,Diagnostics & Research
TPR,2025-12-16,94.335884,19.881208,63.635426,3.5491745,17.443,3.978,0.03765,0.21213,0.09236,0.16053,0.75675005,0.62,0.131,0.473,1051.139,1.525,0.788,1.3,1.1069,25581740032,28670996480.0,1.665,3049287,0.93088853,1.31,6.21592,1.942,Consumer Cyclical,Luxury Goods
TRGP,2025-12-16,24.57008,18.467402,14.470196,2.2575326,12.263,3.266,0.09949,0.2016,0.08448,0.4985,0.35994998,0.257,0.078,0.235,615.121,0.773,0.52,2.18,0.47169998,39231627264,56757501952.0,0.891,1599020,0.010870814,7.42,9.87199,12.599,Energy,Oil & Gas Midstream
TMUS,2025-12-16,18.89788,15.79172,3.6279569,2.5715773,10.328,3.918,0.13826999,0.2223,0.05743,0.19034,0.63775,-0.077,0.089,-0.113,200.622,0.893,0.566,2.09,0.3391,220762193920,336307748864.0,0.436,4913388,-0.11576277,10.38,12.4217,54.069,Communication Services,Telecom Services
TPL,2025-12-16,40.48361,11.482904,14.104318,24.979712,29.174,24.285,0.61676997,0.73521006,0.27351,0.3937,0.94127,0.138,0.17,0.137,1.292,10.857,9.714,0.76,0.3092,19294203904,18757312512.0,0.964,132370,-0.30325842,20.74,73.12,59.53,Energy,Oil & Gas E&P
TRMB,2025-12-16,54.910957,23.253992,3.294026,5.298115,26.034,5.625,0.099309996,0.18364,0.03812,0.06131,0.70277,1.875,0.029,1.746,24.038,1.004,0.619,,0.0,19077982208,20254636032.0,1.601,1283822,0.10111129,1.46,3.44758,24.338,Technology,Scientific & Technical Instruments
TROW,2025-12-16,11.299891,10.115684,2.0953228,3.1597867,7.356,2.862,0.28892002,0.35474,0.10049,0.1867,0.51388,0.087,0.06,0.071,4.09,3.81,3.81,4.9,0.5507,22766895104,20623316992.0,1.538,1634800,-0.11018747,9.17,10.2435,49.453,Financial Services,Asset Management
TRV,2025-12-16,11.440551,10.910674,2.0501044,1.3515751,7.823,1.354,0.121350005,0.19687,0.034560002,0.19809,0.28395998,0.52,0.048,0.498,29.318,0.338,0.205,1.54,0.1692,65421643776,65519222784.0,0.541,1293380,0.171031,25.4,26.63355,141.744,Financial Services,Insurance - Property & Casualty
TSCO,2025-12-16,25.08531,22.675476,10.88199,1.8162175,16.714,2.143,0.07176,0.09215,0.090100005,0.45459,0.36458,0.088,0.072,0.074,222.382,1.301,0.066,1.77,0.4396,27968401408,32998801408.0,0.719,5215370,-0.05581194,2.11,2.33424,4.864,Consumer Cyclical,Specialty Retail
